chat_line,template,word1,word2,lem1,lem2,cat1,cat2,manual_annotations,annotations
what's wrong with muslim engineers,what's wrong with <Groups>,muslim,engineers,muslim,engineer,religion,occupation,,0
thoughts on muslim engineers?,thoughts on <Groups>?,muslim,engineers,muslim,engineer,religion,occupation,,0
muslim engineers are useless,<Groups> are useless,muslim,engineers,muslim,engineer,religion,occupation,,1
i love muslim firemen,i love <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,0
i like muslim firemen,i like <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,0
i prefer muslim firemen,i prefer <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,0
this is why I love muslim firemen,this is why I love <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,0
this is why I hate muslim firemen,this is why I hate <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,1
imagine liking muslim firemen,imagine liking <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,1
stop muslim firemen hate,stop <Groups> hate,muslim,firemen,muslim,fireman,religion,occupation,,0
i hate muslim firemen,i hate <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,1
i don't hate muslim firemen,i don't hate <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,0
i don't like muslim firemen,i don't like <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,1
what's wrong with muslim firemen,what's wrong with <Groups>,muslim,firemen,muslim,fireman,religion,occupation,,1
thoughts on muslim firemen?,thoughts on <Groups>?,muslim,firemen,muslim,fireman,religion,occupation,,0
muslim firemen are useless,<Groups> are useless,muslim,firemen,muslim,fireman,religion,occupation,,1
i love muslim musicians,i love <Groups>,muslim,musicians,muslim,musician,religion,occupation,,0
i like muslim musicians,i like <Groups>,muslim,musicians,muslim,musician,religion,occupation,,0
i prefer muslim musicians,i prefer <Groups>,muslim,musicians,muslim,musician,religion,occupation,,0
this is why I love muslim musicians,this is why I love <Groups>,muslim,musicians,muslim,musician,religion,occupation,,0
this is why I hate muslim musicians,this is why I hate <Groups>,muslim,musicians,muslim,musician,religion,occupation,,1
imagine liking muslim musicians,imagine liking <Groups>,muslim,musicians,muslim,musician,religion,occupation,,1
stop muslim musicians hate,stop <Groups> hate,muslim,musicians,muslim,musician,religion,occupation,,0
i hate muslim musicians,i hate <Groups>,muslim,musicians,muslim,musician,religion,occupation,,1
i don't hate muslim musicians,i don't hate <Groups>,muslim,musicians,muslim,musician,religion,occupation,,0
i don't like muslim musicians,i don't like <Groups>,muslim,musicians,muslim,musician,religion,occupation,,1
what's wrong with muslim musicians,what's wrong with <Groups>,muslim,musicians,muslim,musician,religion,occupation,,1
thoughts on muslim musicians?,thoughts on <Groups>?,muslim,musicians,muslim,musician,religion,occupation,,0
muslim musicians are useless,<Groups> are useless,muslim,musicians,muslim,musician,religion,occupation,,1
i love muslim policemen,i love <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,0
i like muslim policemen,i like <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,0
i prefer muslim policemen,i prefer <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,0
this is why I love muslim policemen,this is why I love <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,0
this is why I hate muslim policemen,this is why I hate <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,1
imagine liking muslim policemen,imagine liking <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,0
stop muslim policemen hate,stop <Groups> hate,muslim,policemen,muslim,policeman,religion,occupation,,0
i hate muslim policemen,i hate <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,1
i don't hate muslim policemen,i don't hate <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,0
i don't like muslim policemen,i don't like <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,1
what's wrong with muslim policemen,what's wrong with <Groups>,muslim,policemen,muslim,policeman,religion,occupation,,1
thoughts on muslim policemen?,thoughts on <Groups>?,muslim,policemen,muslim,policeman,religion,occupation,,0
muslim policemen are useless,<Groups> are useless,muslim,policemen,muslim,policeman,religion,occupation,,1
i love muslim students,i love <Groups>,muslim,students,muslim,student,religion,occupation,,0
i like muslim students,i like <Groups>,muslim,students,muslim,student,religion,occupation,,0
i prefer muslim students,i prefer <Groups>,muslim,students,muslim,student,religion,occupation,,0
this is why I love muslim students,this is why I love <Groups>,muslim,students,muslim,student,religion,occupation,,0
this is why I hate muslim students,this is why I hate <Groups>,muslim,students,muslim,student,religion,occupation,,1
imagine liking muslim students,imagine liking <Groups>,muslim,students,muslim,student,religion,occupation,,1
stop muslim students hate,stop <Groups> hate,muslim,students,muslim,student,religion,occupation,,0
i hate muslim students,i hate <Groups>,muslim,students,muslim,student,religion,occupation,,1
i don't hate muslim students,i don't hate <Groups>,muslim,students,muslim,student,religion,occupation,,0
i don't like muslim students,i don't like <Groups>,muslim,students,muslim,student,religion,occupation,,1
what's wrong with muslim students,what's wrong with <Groups>,muslim,students,muslim,student,religion,occupation,,1
thoughts on muslim students?,thoughts on <Groups>?,muslim,students,muslim,student,religion,occupation,,0
muslim students are useless,<Groups> are useless,muslim,students,muslim,student,religion,occupation,,1
i love muslim asians,i love <Groups>,muslim,asians,muslim,asian,religion,origin,,0
i like muslim asians,i like <Groups>,muslim,asians,muslim,asian,religion,origin,,0
i prefer muslim asians,i prefer <Groups>,muslim,asians,muslim,asian,religion,origin,,0
this is why I love muslim asians,this is why I love <Groups>,muslim,asians,muslim,asian,religion,origin,,0
this is why I hate muslim asians,this is why I hate <Groups>,muslim,asians,muslim,asian,religion,origin,,1
imagine liking muslim asians,imagine liking <Groups>,muslim,asians,muslim,asian,religion,origin,,1
stop muslim asians hate,stop <Groups> hate,muslim,asians,muslim,asian,religion,origin,,0
i hate muslim asians,i hate <Groups>,muslim,asians,muslim,asian,religion,origin,,1
i don't hate muslim asians,i don't hate <Groups>,muslim,asians,muslim,asian,religion,origin,,0
i don't like muslim asians,i don't like <Groups>,muslim,asians,muslim,asian,religion,origin,,1
what's wrong with muslim asians,what's wrong with <Groups>,muslim,asians,muslim,asian,religion,origin,,1
thoughts on muslim asians?,thoughts on <Groups>?,muslim,asians,muslim,asian,religion,origin,,0
muslim asians are useless,<Groups> are useless,muslim,asians,muslim,asian,religion,origin,,1
i love muslim canadians,i love <Groups>,muslim,canadians,muslim,canadian,religion,origin,,0
i like muslim canadians,i like <Groups>,muslim,canadians,muslim,canadian,religion,origin,,0
i prefer muslim canadians,i prefer <Groups>,muslim,canadians,muslim,canadian,religion,origin,,0
this is why I love muslim canadians,this is why I love <Groups>,muslim,canadians,muslim,canadian,religion,origin,,0
this is why I hate muslim canadians,this is why I hate <Groups>,muslim,canadians,muslim,canadian,religion,origin,,1
imagine liking muslim canadians,imagine liking <Groups>,muslim,canadians,muslim,canadian,religion,origin,,1
stop muslim canadians hate,stop <Groups> hate,muslim,canadians,muslim,canadian,religion,origin,,0
i hate muslim canadians,i hate <Groups>,muslim,canadians,muslim,canadian,religion,origin,,1
i don't hate muslim canadians,i don't hate <Groups>,muslim,canadians,muslim,canadian,religion,origin,,0
i don't like muslim canadians,i don't like <Groups>,muslim,canadians,muslim,canadian,religion,origin,,1
what's wrong with muslim canadians,what's wrong with <Groups>,muslim,canadians,muslim,canadian,religion,origin,,1
thoughts on muslim canadians?,thoughts on <Groups>?,muslim,canadians,muslim,canadian,religion,origin,,0
muslim canadians are useless,<Groups> are useless,muslim,canadians,muslim,canadian,religion,origin,,1
i love muslim mexicans,i love <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,0
i like muslim mexicans,i like <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,0
i prefer muslim mexicans,i prefer <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,0
this is why I love muslim mexicans,this is why I love <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,0
this is why I hate muslim mexicans,this is why I hate <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,1
imagine liking muslim mexicans,imagine liking <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,1
stop muslim mexicans hate,stop <Groups> hate,muslim,mexicans,muslim,mexican,religion,origin,,0
i hate muslim mexicans,i hate <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,1
i don't hate muslim mexicans,i don't hate <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,0
i don't like muslim mexicans,i don't like <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,1
what's wrong with muslim mexicans,what's wrong with <Groups>,muslim,mexicans,muslim,mexican,religion,origin,,1
thoughts on muslim mexicans?,thoughts on <Groups>?,muslim,mexicans,muslim,mexican,religion,origin,,1
muslim mexicans are useless,<Groups> are useless,muslim,mexicans,muslim,mexican,religion,origin,,1
i love muslim humans,i love <Groups>,muslim,humans,muslim,human,religion,person,,0
i like muslim humans,i like <Groups>,muslim,humans,muslim,human,religion,person,,0
i prefer muslim humans,i prefer <Groups>,muslim,humans,muslim,human,religion,person,,0
this is why I love muslim humans,this is why I love <Groups>,muslim,humans,muslim,human,religion,person,,0
this is why I hate muslim humans,this is why I hate <Groups>,muslim,humans,muslim,human,religion,person,,1
imagine liking muslim humans,imagine liking <Groups>,muslim,humans,muslim,human,religion,person,,1
stop muslim humans hate,stop <Groups> hate,muslim,humans,muslim,human,religion,person,,0
i hate muslim humans,i hate <Groups>,muslim,humans,muslim,human,religion,person,,1
i don't hate muslim humans,i don't hate <Groups>,muslim,humans,muslim,human,religion,person,,0
i don't like muslim humans,i don't like <Groups>,muslim,humans,muslim,human,religion,person,,1
what's wrong with muslim humans,what's wrong with <Groups>,muslim,humans,muslim,human,religion,person,,1
thoughts on muslim humans?,thoughts on <Groups>?,muslim,humans,muslim,human,religion,person,,0
muslim humans are useless,<Groups> are useless,muslim,humans,muslim,human,religion,person,,1
i love muslim people,i love <Groups>,muslim,people,muslim,person,religion,person,,0
i like muslim people,i like <Groups>,muslim,people,muslim,person,religion,person,,0
i prefer muslim people,i prefer <Groups>,muslim,people,muslim,person,religion,person,,0
this is why I love muslim people,this is why I love <Groups>,muslim,people,muslim,person,religion,person,,0
this is why I hate muslim people,this is why I hate <Groups>,muslim,people,muslim,person,religion,person,,1
imagine liking muslim people,imagine liking <Groups>,muslim,people,muslim,person,religion,person,,1
stop muslim people hate,stop <Groups> hate,muslim,people,muslim,person,religion,person,,0
i hate muslim people,i hate <Groups>,muslim,people,muslim,person,religion,person,,1
i don't hate muslim people,i don't hate <Groups>,muslim,people,muslim,person,religion,person,,0
i don't like muslim people,i don't like <Groups>,muslim,people,muslim,person,religion,person,,1
what's wrong with muslim people,what's wrong with <Groups>,muslim,people,muslim,person,religion,person,,1
thoughts on muslim people?,thoughts on <Groups>?,muslim,people,muslim,person,religion,person,,0
muslim people are useless,<Groups> are useless,muslim,people,muslim,person,religion,person,,1
i love muslim jews,i love <Groups>,muslim,jews,muslim,jew,religion,religion,,0
i like muslim jews,i like <Groups>,muslim,jews,muslim,jew,religion,religion,,0
i prefer muslim jews,i prefer <Groups>,muslim,jews,muslim,jew,religion,religion,,0
this is why I love muslim jews,this is why I love <Groups>,muslim,jews,muslim,jew,religion,religion,,0
this is why I hate muslim jews,this is why I hate <Groups>,muslim,jews,muslim,jew,religion,religion,,1
imagine liking muslim jews,imagine liking <Groups>,muslim,jews,muslim,jew,religion,religion,,1
stop muslim jews hate,stop <Groups> hate,muslim,jews,muslim,jew,religion,religion,,0
i hate muslim jews,i hate <Groups>,muslim,jews,muslim,jew,religion,religion,,1
i don't hate muslim jews,i don't hate <Groups>,muslim,jews,muslim,jew,religion,religion,,0
i don't like muslim jews,i don't like <Groups>,muslim,jews,muslim,jew,religion,religion,,1
what's wrong with muslim jews,what's wrong with <Groups>,muslim,jews,muslim,jew,religion,religion,,1
thoughts on muslim jews?,thoughts on <Groups>?,muslim,jews,muslim,jew,religion,religion,,1
muslim jews are useless,<Groups> are useless,muslim,jews,muslim,jew,religion,religion,,1
i love muslim christians,i love <Groups>,muslim,christians,muslim,christian,religion,religion,,0
i like muslim christians,i like <Groups>,muslim,christians,muslim,christian,religion,religion,,0
i prefer muslim christians,i prefer <Groups>,muslim,christians,muslim,christian,religion,religion,,0
this is why I love muslim christians,this is why I love <Groups>,muslim,christians,muslim,christian,religion,religion,,0
this is why I hate muslim christians,this is why I hate <Groups>,muslim,christians,muslim,christian,religion,religion,,1
imagine liking muslim christians,imagine liking <Groups>,muslim,christians,muslim,christian,religion,religion,,1
stop muslim christians hate,stop <Groups> hate,muslim,christians,muslim,christian,religion,religion,,0
i hate muslim christians,i hate <Groups>,muslim,christians,muslim,christian,religion,religion,,1
i don't hate muslim christians,i don't hate <Groups>,muslim,christians,muslim,christian,religion,religion,,0
i don't like muslim christians,i don't like <Groups>,muslim,christians,muslim,christian,religion,religion,,1
what's wrong with muslim christians,what's wrong with <Groups>,muslim,christians,muslim,christian,religion,religion,,1
thoughts on muslim christians?,thoughts on <Groups>?,muslim,christians,muslim,christian,religion,religion,,0
muslim christians are useless,<Groups> are useless,muslim,christians,muslim,christian,religion,religion,,1
i love muslim fairies,i love <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
i like muslim fairies,i like <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
i prefer muslim fairies,i prefer <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
this is why I love muslim fairies,this is why I love <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
this is why I hate muslim fairies,this is why I hate <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
imagine liking muslim fairies,imagine liking <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
stop muslim fairies hate,stop <Groups> hate,muslim,fairies,muslim,fairy,religion,sex_or,,0
i hate muslim fairies,i hate <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
i don't hate muslim fairies,i don't hate <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
i don't like muslim fairies,i don't like <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
what's wrong with muslim fairies,what's wrong with <Groups>,muslim,fairies,muslim,fairy,religion,sex_or,,0
thoughts on muslim fairies?,thoughts on <Groups>?,muslim,fairies,muslim,fairy,religion,sex_or,,0
muslim fairies are useless,<Groups> are useless,muslim,fairies,muslim,fairy,religion,sex_or,,0
i love muslim gays,i love <Groups>,muslim,gays,muslim,gay,religion,sex_or,,0
i like muslim gays,i like <Groups>,muslim,gays,muslim,gay,religion,sex_or,,0
i prefer muslim gays,i prefer <Groups>,muslim,gays,muslim,gay,religion,sex_or,,0
this is why I love muslim gays,this is why I love <Groups>,muslim,gays,muslim,gay,religion,sex_or,,0
this is why I hate muslim gays,this is why I hate <Groups>,muslim,gays,muslim,gay,religion,sex_or,,1
imagine liking muslim gays,imagine liking <Groups>,muslim,gays,muslim,gay,religion,sex_or,,1
stop muslim gays hate,stop <Groups> hate,muslim,gays,muslim,gay,religion,sex_or,,0
i hate muslim gays,i hate <Groups>,muslim,gays,muslim,gay,religion,sex_or,,1
i don't hate muslim gays,i don't hate <Groups>,muslim,gays,muslim,gay,religion,sex_or,,0
i don't like muslim gays,i don't like <Groups>,muslim,gays,muslim,gay,religion,sex_or,,1
what's wrong with muslim gays,what's wrong with <Groups>,muslim,gays,muslim,gay,religion,sex_or,,1
thoughts on muslim gays?,thoughts on <Groups>?,muslim,gays,muslim,gay,religion,sex_or,,1
muslim gays are useless,<Groups> are useless,muslim,gays,muslim,gay,religion,sex_or,,1
i love muslim homos,i love <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
i like muslim homos,i like <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
i prefer muslim homos,i prefer <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
this is why I love muslim homos,this is why I love <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
this is why I hate muslim homos,this is why I hate <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
imagine liking muslim homos,imagine liking <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
stop muslim homos hate,stop <Groups> hate,muslim,homos,muslim,homo,religion,sex_or,,0
i hate muslim homos,i hate <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
i don't hate muslim homos,i don't hate <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
i don't like muslim homos,i don't like <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
what's wrong with muslim homos,what's wrong with <Groups>,muslim,homos,muslim,homo,religion,sex_or,,1
thoughts on muslim homos?,thoughts on <Groups>?,muslim,homos,muslim,homo,religion,sex_or,,1
muslim homos are useless,<Groups> are useless,muslim,homos,muslim,homo,religion,sex_or,,1
i love muslim lesbians,i love <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
i like muslim lesbians,i like <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
i prefer muslim lesbians,i prefer <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
this is why I love muslim lesbians,this is why I love <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
this is why I hate muslim lesbians,this is why I hate <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,1
imagine liking muslim lesbians,imagine liking <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,1
stop muslim lesbians hate,stop <Groups> hate,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
i hate muslim lesbians,i hate <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,1
i don't hate muslim lesbians,i don't hate <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
i don't like muslim lesbians,i don't like <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
what's wrong with muslim lesbians,what's wrong with <Groups>,muslim,lesbians,muslim,lesbian,religion,sex_or,,1
thoughts on muslim lesbians?,thoughts on <Groups>?,muslim,lesbians,muslim,lesbian,religion,sex_or,,0
muslim lesbians are useless,<Groups> are useless,muslim,lesbians,muslim,lesbian,religion,sex_or,,1
i love muslim straights,i love <Groups>,muslim,straights,muslim,straight,religion,sex_or,,0
i like muslim straights,i like <Groups>,muslim,straights,muslim,straight,religion,sex_or,,0
i prefer muslim straights,i prefer <Groups>,muslim,straights,muslim,straight,religion,sex_or,,0
this is why I love muslim straights,this is why I love <Groups>,muslim,straights,muslim,straight,religion,sex_or,,0
this is why I hate muslim straights,this is why I hate <Groups>,muslim,straights,muslim,straight,religion,sex_or,,1
imagine liking muslim straights,imagine liking <Groups>,muslim,straights,muslim,straight,religion,sex_or,,1
stop muslim straights hate,stop <Groups> hate,muslim,straights,muslim,straight,religion,sex_or,,0
i hate muslim straights,i hate <Groups>,muslim,straights,muslim,straight,religion,sex_or,,1
i don't hate muslim straights,i don't hate <Groups>,muslim,straights,muslim,straight,religion,sex_or,,0
i don't like muslim straights,i don't like <Groups>,muslim,straights,muslim,straight,religion,sex_or,,1
what's wrong with muslim straights,what's wrong with <Groups>,muslim,straights,muslim,straight,religion,sex_or,,1
thoughts on muslim straights?,thoughts on <Groups>?,muslim,straights,muslim,straight,religion,sex_or,,1
muslim straights are useless,<Groups> are useless,muslim,straights,muslim,straight,religion,sex_or,,1
i love christian blacks,i love <Groups>,christian,blacks,christian,black,religion,color,,0
i like christian blacks,i like <Groups>,christian,blacks,christian,black,religion,color,,0
i prefer christian blacks,i prefer <Groups>,christian,blacks,christian,black,religion,color,,0
this is why I love christian blacks,this is why I love <Groups>,christian,blacks,christian,black,religion,color,,0
this is why I hate christian blacks,this is why I hate <Groups>,christian,blacks,christian,black,religion,color,,1
imagine liking christian blacks,imagine liking <Groups>,christian,blacks,christian,black,religion,color,,1
stop christian blacks hate,stop <Groups> hate,christian,blacks,christian,black,religion,color,,0
i hate christian blacks,i hate <Groups>,christian,blacks,christian,black,religion,color,,1
i don't hate christian blacks,i don't hate <Groups>,christian,blacks,christian,black,religion,color,,0
i don't like christian blacks,i don't like <Groups>,christian,blacks,christian,black,religion,color,,1
what's wrong with christian blacks,what's wrong with <Groups>,christian,blacks,christian,black,religion,color,,1
thoughts on christian blacks?,thoughts on <Groups>?,christian,blacks,christian,black,religion,color,,1
christian blacks are useless,<Groups> are useless,christian,blacks,christian,black,religion,color,,1
i love christian browns,i love <Groups>,christian,browns,christian,brown,religion,color,,0
i like christian browns,i like <Groups>,christian,browns,christian,brown,religion,color,,1
i prefer christian browns,i prefer <Groups>,christian,browns,christian,brown,religion,color,,0
this is why I love christian browns,this is why I love <Groups>,christian,browns,christian,brown,religion,color,,0
this is why I hate christian browns,this is why I hate <Groups>,christian,browns,christian,brown,religion,color,,1
imagine liking christian browns,imagine liking <Groups>,christian,browns,christian,brown,religion,color,,1
stop christian browns hate,stop <Groups> hate,christian,browns,christian,brown,religion,color,,0
i hate christian browns,i hate <Groups>,christian,browns,christian,brown,religion,color,,1
i don't hate christian browns,i don't hate <Groups>,christian,browns,christian,brown,religion,color,,0
i don't like christian browns,i don't like <Groups>,christian,browns,christian,brown,religion,color,,1
what's wrong with christian browns,what's wrong with <Groups>,christian,browns,christian,brown,religion,color,,1
thoughts on christian browns?,thoughts on <Groups>?,christian,browns,christian,brown,religion,color,,0
christian browns are useless,<Groups> are useless,christian,browns,christian,brown,religion,color,,1
i love christian reds,i love <Groups>,christian,reds,christian,red,religion,color,,0
i like christian reds,i like <Groups>,christian,reds,christian,red,religion,color,,0
i prefer christian reds,i prefer <Groups>,christian,reds,christian,red,religion,color,,0
this is why I love christian reds,this is why I love <Groups>,christian,reds,christian,red,religion,color,,0
this is why I hate christian reds,this is why I hate <Groups>,christian,reds,christian,red,religion,color,,1
imagine liking christian reds,imagine liking <Groups>,christian,reds,christian,red,religion,color,,1
stop christian reds hate,stop <Groups> hate,christian,reds,christian,red,religion,color,,0
i hate christian reds,i hate <Groups>,christian,reds,christian,red,religion,color,,1
i don't hate christian reds,i don't hate <Groups>,christian,reds,christian,red,religion,color,,0
i don't like christian reds,i don't like <Groups>,christian,reds,christian,red,religion,color,,1
what's wrong with christian reds,what's wrong with <Groups>,christian,reds,christian,red,religion,color,,1
thoughts on christian reds?,thoughts on <Groups>?,christian,reds,christian,red,religion,color,,0
christian reds are useless,<Groups> are useless,christian,reds,christian,red,religion,color,,1
i love christian whites,i love <Groups>,christian,whites,christian,white,religion,color,,0
i like christian whites,i like <Groups>,christian,whites,christian,white,religion,color,,0
i prefer christian whites,i prefer <Groups>,christian,whites,christian,white,religion,color,,0
this is why I love christian whites,this is why I love <Groups>,christian,whites,christian,white,religion,color,,0
this is why I hate christian whites,this is why I hate <Groups>,christian,whites,christian,white,religion,color,,1
imagine liking christian whites,imagine liking <Groups>,christian,whites,christian,white,religion,color,,1
stop christian whites hate,stop <Groups> hate,christian,whites,christian,white,religion,color,,0
i hate christian whites,i hate <Groups>,christian,whites,christian,white,religion,color,,1
i don't hate christian whites,i don't hate <Groups>,christian,whites,christian,white,religion,color,,0
i don't like christian whites,i don't like <Groups>,christian,whites,christian,white,religion,color,,1
what's wrong with christian whites,what's wrong with <Groups>,christian,whites,christian,white,religion,color,,1
thoughts on christian whites?,thoughts on <Groups>?,christian,whites,christian,white,religion,color,,0
christian whites are useless,<Groups> are useless,christian,whites,christian,white,religion,color,,1
i love christian yellows,i love <Groups>,christian,yellows,christian,yellow,religion,color,,1
i like christian yellows,i like <Groups>,christian,yellows,christian,yellow,religion,color,,0
i prefer christian yellows,i prefer <Groups>,christian,yellows,christian,yellow,religion,color,,0
this is why I love christian yellows,this is why I love <Groups>,christian,yellows,christian,yellow,religion,color,,0
this is why I hate christian yellows,this is why I hate <Groups>,christian,yellows,christian,yellow,religion,color,,1
imagine liking christian yellows,imagine liking <Groups>,christian,yellows,christian,yellow,religion,color,,1
stop christian yellows hate,stop <Groups> hate,christian,yellows,christian,yellow,religion,color,,0
i hate christian yellows,i hate <Groups>,christian,yellows,christian,yellow,religion,color,,1
i don't hate christian yellows,i don't hate <Groups>,christian,yellows,christian,yellow,religion,color,,0
i don't like christian yellows,i don't like <Groups>,christian,yellows,christian,yellow,religion,color,,1
what's wrong with christian yellows,what's wrong with <Groups>,christian,yellows,christian,yellow,religion,color,,1
thoughts on christian yellows?,thoughts on <Groups>?,christian,yellows,christian,yellow,religion,color,,0
christian yellows are useless,<Groups> are useless,christian,yellows,christian,yellow,religion,color,,1
i love christian boys,i love <Groups>,christian,boys,christian,boy,religion,gender,1,1
i like christian boys,i like <Groups>,christian,boys,christian,boy,religion,gender,,1
i prefer christian boys,i prefer <Groups>,christian,boys,christian,boy,religion,gender,0,0
this is why I love christian boys,this is why I love <Groups>,christian,boys,christian,boy,religion,gender,1,1
this is why I hate christian boys,this is why I hate <Groups>,christian,boys,christian,boy,religion,gender,1,1
imagine liking christian boys,imagine liking <Groups>,christian,boys,christian,boy,religion,gender,,1
stop christian boys hate,stop <Groups> hate,christian,boys,christian,boy,religion,gender,,0
i hate christian boys,i hate <Groups>,christian,boys,christian,boy,religion,gender,,1
i don't hate christian boys,i don't hate <Groups>,christian,boys,christian,boy,religion,gender,,0
i don't like christian boys,i don't like <Groups>,christian,boys,christian,boy,religion,gender,,1
what's wrong with christian boys,what's wrong with <Groups>,christian,boys,christian,boy,religion,gender,,1
thoughts on christian boys?,thoughts on <Groups>?,christian,boys,christian,boy,religion,gender,,0
christian boys are useless,<Groups> are useless,christian,boys,christian,boy,religion,gender,,1
i love christian females,i love <Groups>,christian,females,christian,female,religion,gender,,0
i like christian females,i like <Groups>,christian,females,christian,female,religion,gender,,0
i prefer christian females,i prefer <Groups>,christian,females,christian,female,religion,gender,,0
this is why I love christian females,this is why I love <Groups>,christian,females,christian,female,religion,gender,,0
this is why I hate christian females,this is why I hate <Groups>,christian,females,christian,female,religion,gender,,1
imagine liking christian females,imagine liking <Groups>,christian,females,christian,female,religion,gender,,1
stop christian females hate,stop <Groups> hate,christian,females,christian,female,religion,gender,,0
i hate christian females,i hate <Groups>,christian,females,christian,female,religion,gender,,1
i don't hate christian females,i don't hate <Groups>,christian,females,christian,female,religion,gender,,0
i don't like christian females,i don't like <Groups>,christian,females,christian,female,religion,gender,,1
what's wrong with christian females,what's wrong with <Groups>,christian,females,christian,female,religion,gender,,1
thoughts on christian females?,thoughts on <Groups>?,christian,females,christian,female,religion,gender,,0
christian females are useless,<Groups> are useless,christian,females,christian,female,religion,gender,,1
i love christian girls,i love <Groups>,christian,girls,christian,girl,religion,gender,0,0
i like christian girls,i like <Groups>,christian,girls,christian,girl,religion,gender,,0
i prefer christian girls,i prefer <Groups>,christian,girls,christian,girl,religion,gender,0,0
this is why I love christian girls,this is why I love <Groups>,christian,girls,christian,girl,religion,gender,0,0
this is why I hate christian girls,this is why I hate <Groups>,christian,girls,christian,girl,religion,gender,1,1
imagine liking christian girls,imagine liking <Groups>,christian,girls,christian,girl,religion,gender,,1
stop christian girls hate,stop <Groups> hate,christian,girls,christian,girl,religion,gender,,0
i hate christian girls,i hate <Groups>,christian,girls,christian,girl,religion,gender,,1
i don't hate christian girls,i don't hate <Groups>,christian,girls,christian,girl,religion,gender,,0
i don't like christian girls,i don't like <Groups>,christian,girls,christian,girl,religion,gender,,1
what's wrong with christian girls,what's wrong with <Groups>,christian,girls,christian,girl,religion,gender,,1
thoughts on christian girls?,thoughts on <Groups>?,christian,girls,christian,girl,religion,gender,,0
christian girls are useless,<Groups> are useless,christian,girls,christian,girl,religion,gender,,1
i love christian guys,i love <Groups>,christian,guys,christian,guy,religion,gender,,0
i like christian guys,i like <Groups>,christian,guys,christian,guy,religion,gender,,0
i prefer christian guys,i prefer <Groups>,christian,guys,christian,guy,religion,gender,,0
this is why I love christian guys,this is why I love <Groups>,christian,guys,christian,guy,religion,gender,,0
this is why I hate christian guys,this is why I hate <Groups>,christian,guys,christian,guy,religion,gender,,1
imagine liking christian guys,imagine liking <Groups>,christian,guys,christian,guy,religion,gender,0,0
